name,state,country,population,latitude,longitude,percentageOfSessions
Estación Kilómetro 403,Santa Fe,Argentina,237,-28.57303891,-59.37613183,
Aicuñá,La Rioja,Argentina,237,-29.4727869,-67.7746061,
Alto Verde,Tucumán,Argentina,237,-27.11419426,-65.49164295,
La Sabana,Chaco,Argentina,237,-27.87145079,-59.93685922,
Campo Tres Pozos,Formosa,Argentina,237,-24.52807913,-60.87345021,
Robles,Buenos Aires,Argentina,236,-35.01491248,-58.91576133,
Paraje El Pino,Buenos Aires,Argentina,236,-35.01116086,-57.69161127,
Aguará Grande,Santa Fe,Argentina,236,-30.11610237,-60.89426045,
Colonia Merou,Entre Ríos,Argentina,236,-31.8995523,-60.30139627,
Chuquis,La Rioja,Argentina,236,-28.89095599,-66.97162796,
Las Pircas,Salta,Argentina,236,-25.00593517,-65.50397755,
Lote 33,Santiago del Estero,Argentina,236,-28.38691828,-62.04479626,
Loma de la Lata,Neuquén,Argentina,236,-38.50102696,-68.60623746,
Crucesitas Séptima,Entre Ríos,Argentina,235,-32.08115327,-59.77887712,
La Toma,Tucumán,Argentina,235,-26.5489151,-64.85258177,
El Palmar Chico,Chaco,Argentina,235,-26.16797456,-60.30389665,
Puerto Antequera,Chaco,Argentina,235,-27.4417955,-58.85084379,
Villa Lago Meliquina,Neuquén,Argentina,235,-40.38325093,-71.25339782,
Colonia Cadel,Entre Ríos,Argentina,234,-30.72533343,-58.11975354,
El Cucho,Jujuy,Argentina,234,-24.08969419,-65.20186719,
Los Tigres,Santiago del Estero,Argentina,234,-25.9092117,-62.59120246,
Punitayoj,Santiago del Estero,Argentina,234,-27.0425361,-63.53314211,
Diente del Arado,Santiago del Estero,Argentina,234,-28.40255903,-64.07544154,
Amoladeras,Santiago del Estero,Argentina,234,-29.6133557,-63.57159586,
Tusca Pozo,Tucumán,Argentina,234,-27.15917502,-65.08864884,
Buena Esperanza,Corrientes,Argentina,234,-29.70420333,-59.38524538,
Pozo del Salado,San Juan,Argentina,234,-31.71274859,-68.24525701,
Colonia Santa Rita,Córdoba,Argentina,233,-32.18354778,-63.32440053,
Garibaldi,Santa Fe,Argentina,233,-31.64945258,-61.80586784,
Colonia Peña,Entre Ríos,Argentina,233,-30.7991599,-58.18116498,
Alpasinche,La Rioja,Argentina,233,-28.32159656,-67.05390868,
Villa San José,Catamarca,Argentina,233,-27.69802762,-67.17031795,
Los Morteros,Catamarca,Argentina,233,-28.43456119,-65.16655159,
Patay,Santiago del Estero,Argentina,233,-26.84000367,-62.93051964,
La Ramada,Santiago del Estero,Argentina,233,-27.52714675,-63.69406446,
Kilómetro 546,Santiago del Estero,Argentina,233,-28.00898526,-63.3720242,
María Elena,Tucumán,Argentina,233,-27.00519796,-65.3488245,
La Libertad,Formosa,Argentina,233,-23.98275181,-60.61167506,
Batará,Corrientes,Argentina,233,-28.2208441,-57.99487346,
La Angostura,Neuquén,Argentina,233,-38.86582062,-71.20766264,
Villa Lolog,Neuquén,Argentina,233,-40.06656839,-71.30489963,
San Enrique,Buenos Aires,Argentina,232,-35.76984218,-60.35045015,
Colonia Barragán,Buenos Aires,Argentina,232,-37.76866679,-57.69624435,
Esquina,Córdoba,Argentina,232,-31.07791215,-63.79364055,
Corralito,Córdoba,Argentina,232,-32.18756079,-65.05317875,
Campo Stangaferro,Santa Fe,Argentina,232,-28.16773634,-59.23137929,
El Condado,Salta,Argentina,232,-22.19125031,-64.67817442,
Los Sandovales,Tucumán,Argentina,232,-27.40294615,-65.31850841,
Siete Árboles,Chaco,Argentina,232,-26.42041515,-59.4233209,
Marcam,Formosa,Argentina,232,-25.2322693,-58.25338544,
Estación Libertad,Corrientes,Argentina,232,-30.01329546,-57.8593345,
El Pindó,Corrientes,Argentina,232,-28.31890085,-58.33677051,
Villa San Ramón,Corrientes,Argentina,232,-27.7096936,-57.55984644,
Villa Reynolds,San Luis,Argentina,232,-33.72096244,-65.38362625,
Dunamar,Buenos Aires,Argentina,231,-38.85855716,-60.08618741,
Dufaur,Buenos Aires,Argentina,231,-37.94281148,-62.28308864,
Marre,Buenos Aires,Argentina,231,-34.9682608,-58.8809442,
El Bañado,Catamarca,Argentina,231,-28.62148776,-65.85647828,
La Dormida,Santiago del Estero,Argentina,231,-28.36819004,-64.01608303,
El Churqui,Tucumán,Argentina,231,-27.19959415,-65.57410003,
Guiray,Misiones,Argentina,231,-27.08112138,-54.52677847,
Napalpí,Chaco,Argentina,231,-26.90250085,-60.1298062,
La Costa,Corrientes,Argentina,231,-28.19846496,-55.76886247,
Tres Picos,Buenos Aires,Argentina,230,-38.28960556,-62.20805558,
Girodias,Buenos Aires,Argentina,230,-36.36574839,-62.35808,
La Dorita,Buenos Aires,Argentina,230,-35.59099361,-61.24122571,
San José,Santiago del Estero,Argentina,230,-27.26874461,-63.29423189,
Babilonia,Santiago del Estero,Argentina,230,-26.07352279,-63.7873671,
Laguna de Robles,Tucumán,Argentina,230,-26.26967353,-64.6562556,
Yacuchiri,Tucumán,Argentina,230,-27.37018309,-65.21579046,
Paraje Teyú Cuaré,Misiones,Argentina,230,-27.29292436,-55.56434646,
Picada Malvinas,Misiones,Argentina,230,-27.29542472,-54.71906892,
Costa Paraná,Corrientes,Argentina,230,-27.36012575,-58.65723426,
Mboy Cuá,Corrientes,Argentina,230,-27.9864519,-57.54248853,
Villa Arroyo Grande,Mendoza,Argentina,230,-33.58626982,-69.32816326,
Ariel,Buenos Aires,Argentina,229,-36.5314223,-59.9217519,
Colonia Durán,Santa Fe,Argentina,229,-29.55811928,-59.92659235,
Faustino M. Parera,Entre Ríos,Argentina,229,-32.80443024,-58.88263368,
Isla San José Sur,Tucumán,Argentina,229,-27.20372269,-65.43016308,
Ana Zumarán,Córdoba,Argentina,228,-32.39095285,-63.05723244,
Arroyo Brazo Largo Norte,Entre Ríos,Argentina,228,-33.77509263,-58.60955317,
Antonio Tomás Sur,Entre Ríos,Argentina,228,-31.46722325,-59.99046097,
San Pablo,Santiago del Estero,Argentina,228,-27.45555785,-63.68687456,
Pozo Mosoj,Santiago del Estero,Argentina,228,-28.12447743,-63.84305908,
Barrancas,Tucumán,Argentina,228,-27.62550829,-65.14040548,
Laguna Lobo,Chaco,Argentina,228,-26.47871995,-59.30748311,
Los Pocitos,Formosa,Argentina,228,-23.45746869,-61.73848112,
Pozo El Yacaré,Formosa,Argentina,228,-24.07863008,-62.33515725,
Anguá,Corrientes,Argentina,228,-28.33543113,-58.61616407,
Villa Sena,Buenos Aires,Argentina,227,-35.63016891,-62.89332792,
Colonia Beiró Este,Córdoba,Argentina,227,-30.70548596,-61.90435069,
Monte Quemado,Formosa,Argentina,227,-25.86886044,-59.27262291,
Naranjito,Corrientes,Argentina,227,-28.97522552,-59.04570767,
Pago Lindo,Corrientes,Argentina,227,-28.17095856,-58.41451898,
La Estancia,Córdoba,Argentina,226,-31.82832684,-64.5209167,
El Castigado,Salta,Argentina,226,-22.83970821,-63.67611674,
San Pedro,Santiago del Estero,Argentina,226,-26.74361974,-64.39122693,
El Polear,Tucumán,Argentina,226,-27.27894735,-65.2965114,
Isla Soto,Chaco,Argentina,226,-27.83551861,-58.83405495,
Las Palmitas,Corrientes,Argentina,226,-29.022174,-56.51708,
Bardas Blancas,Mendoza,Argentina,226,-35.86745022,-69.80459267,
Barrio Guerrico,Río Negro,Argentina,226,-39.04962252,-67.73671221,
Costa Blanco,Río Negro,Argentina,226,-39.01777553,-67.71839466,
La Quinta,Córdoba,Argentina,225,-31.06190191,-63.15132661,
Colonia San Pedro,Córdoba,Argentina,225,-30.78309082,-61.91792924,
Raíces Este,Entre Ríos,Argentina,225,-31.83695889,-59.37016738,
El Sauce,Salta,Argentina,225,-24.59500348,-65.14770553,
San Carlos,Santiago del Estero,Argentina,225,-29.35561746,-63.31673899,
El Aguacerito,Chaco,Argentina,225,-26.15390993,-60.20051245,
El Paraíso,Mendoza,Argentina,225,-33.05143301,-68.68086708,
Colonia San Jorge,Mendoza,Argentina,225,-33.36323521,-67.97174643,
El Milagro,San Luis,Argentina,225,-33.10090128,-66.36235949,
Colonia Alvear,Entre Ríos,Argentina,224,-32.01143242,-60.61731267,
Colonia Los Ceibos,Entre Ríos,Argentina,224,-32.61900501,-58.42156847,
Paraje Los Algarrobos,Entre Ríos,Argentina,224,-31.53240355,-59.454079,
Divisadero,Salta,Argentina,224,-26.09333446,-66.01233266,
Galeano,Santiago del Estero,Argentina,224,-27.45001707,-64.85649596,
Vipos de Arriba,Tucumán,Argentina,224,-26.47121256,-65.31614998,
Facundo Quiroga,Misiones,Argentina,224,-26.17756627,-53.68398454,
Isla Puén,Formosa,Argentina,224,-25.19405634,-58.06198853,
Las Chacras,San Luis,Argentina,224,-32.56253817,-65.7769023,
Cruz del Sur,Tierra del Fuego,Argentina,224,-53.32721452,-68.26483256,
Coropampa,Salta,Argentina,223,-25.50239471,-65.49073441,
La Estrella,Salta,Argentina,223,-22.37758692,-62.55883093,
Vinal Isla,Santiago del Estero,Argentina,223,-27.47548668,-63.55099757,
Los Guayacanes,Tucumán,Argentina,223,-27.559598,-65.55912353,
Colonia Gobernador Lanusse,Misiones,Argentina,223,-25.97988475,-54.2578436,
San Rafael,Corrientes,Argentina,223,-29.35097005,-59.27738777,
Mogna,San Juan,Argentina,223,-30.69538464,-68.36030762,
Barrio El Nevado,Mendoza,Argentina,223,-34.78813685,-67.97999762,
Alto Pelado,San Luis,Argentina,223,-33.83702882,-66.13907334,
Isla Santiago,Buenos Aires,Argentina,222,-34.84551977,-57.89478261,
Mariano Benítez,Buenos Aires,Argentina,222,-33.7078471,-60.58342201,
El Palenque,Entre Ríos,Argentina,222,-31.65375674,-60.16661646,
Ipizca,Catamarca,Argentina,222,-28.83751028,-65.55879844,
Ranchitos,Santiago del Estero,Argentina,222,-26.44392939,-63.67575059,
San Isidro,Misiones,Argentina,222,-28.00745154,-55.44083343,
Pampa Verde,Chaco,Argentina,222,-26.45693379,-60.05107148,
Las Cañitas,Formosa,Argentina,222,-23.10747913,-62.07044952,
Las Mercedes,Corrientes,Argentina,222,-29.35479942,-59.32984131,
Raiera Sur,Corrientes,Argentina,222,-27.65459471,-58.46969724,
Sagrada Familia,Córdoba,Argentina,221,-31.28932729,-63.44543335,
La Toma,Córdoba,Argentina,221,-30.21351795,-64.00976117,
Balneario Monje,Santa Fe,Argentina,221,-32.33404025,-60.87654837,
Estación Raíces,Entre Ríos,Argentina,221,-31.90855173,-59.26123272,
Juella,Jujuy,Argentina,221,-23.52266199,-65.40001375,
Comunidad Coquena,Jujuy,Argentina,221,-23.74480471,-65.46635597,
La Ciénaga,Tucumán,Argentina,221,-27.10874077,-65.50466193,
San Miguel,San Luis,Argentina,221,-32.54267183,-64.98037931,
Villa La Serranía,Buenos Aires,Argentina,220,-36.98928125,-60.31129146,
Parque Lago,Buenos Aires,Argentina,220,-37.76879493,-57.44484914,
Las Esquinas,Catamarca,Argentina,220,-28.71191644,-65.76666666,
San Patricio,Salta,Argentina,220,-23.91246767,-62.57097317,
Tacanas,Santiago del Estero,Argentina,220,-28.39654989,-63.93340777,
Toro Human,Santiago del Estero,Argentina,220,-25.75070796,-63.89956925,
Santa Lucía,Santiago del Estero,Argentina,220,-28.72673576,-63.50819818,
Tres Bocas,Misiones,Argentina,220,-27.495714,-54.68127594,
Zanjitas,San Luis,Argentina,220,-33.80498073,-66.41504904,
San Huberto,Córdoba,Argentina,219,-31.83465653,-64.99076624,
Isletas Norte,Entre Ríos,Argentina,219,-32.19724877,-60.29116097,
Barrios,Jujuy,Argentina,219,-22.24707217,-65.52926838,
Siete Árboles,Santiago del Estero,Argentina,219,-27.52531215,-64.09493345,
Doña Luisa,Santiago del Estero,Argentina,219,-27.74631978,-64.7252137,
Belén,Tucumán,Argentina,219,-27.64178555,-65.03435066,
Villa Dolores,Tucumán,Argentina,219,-26.6809087,-64.73193544,
El Médano,San Juan,Argentina,219,-30.12701445,-68.68144033,
El Carrizal,San Juan,Argentina,219,-31.56934918,-69.44385584,
Boca de la Quebrada,San Juan,Argentina,219,-30.15058527,-68.66181168,
Ancón,Mendoza,Argentina,219,-33.29404075,-69.17620737,
Los Altares,Chubut,Argentina,219,-43.88611468,-68.411644,
San Germán,Buenos Aires,Argentina,218,-38.30175906,-62.98128493,
De la Canal,Buenos Aires,Argentina,218,-37.12728658,-59.1053808,
Hernán Mejía Miraval,Santiago del Estero,Argentina,218,-27.17718376,-62.46965019,
La Huanaca,Santiago del Estero,Argentina,218,-29.98114749,-62.16943722,
El Duraznillo,Tucumán,Argentina,218,-26.80652049,-65.46621934,
El Rodeito,Tucumán,Argentina,218,-27.37459522,-65.7207137,
Colonia Cabral Cué,Chaco,Argentina,218,-26.91865821,-58.78319614,
Kilómetro 855,Chaco,Argentina,218,-26.43537581,-60.41080066,
Colonia Rusa,Mendoza,Argentina,218,-35.17081041,-67.5386776,
Los Sifones,Mendoza,Argentina,218,-34.96099174,-67.79396833,
Villa San José,Buenos Aires,Argentina,217,-34.09166793,-60.4135038,
Garré Norte,Buenos Aires,Argentina,217,-36.55900537,-62.60505449,
Alcaraz Segundo,Entre Ríos,Argentina,217,-31.23488603,-59.87653363,
Plaza Vieja,La Rioja,Argentina,217,-28.96545953,-67.51623655,
El Quebrachito,Catamarca,Argentina,217,-28.1559795,-65.22657612,
Navicha,Santiago del Estero,Argentina,217,-28.74046252,-62.74015466,
La Guanaca,Santiago del Estero,Argentina,217,-26.75494805,-64.4230215,
Barrio Malvinas,Tucumán,Argentina,217,-26.87475929,-65.6793145,
Villa Venecia,Misiones,Argentina,217,-27.56895918,-55.58396695,
Cataratas del Iguazú,Misiones,Argentina,217,-25.68105424,-54.45335093,
Chucuma,San Juan,Argentina,217,-31.06941614,-67.28211124,
Las Cuatro Esquinas,Buenos Aires,Argentina,216,-34.09238612,-59.10127025,
Santa Catalina,Buenos Aires,Argentina,216,-34.47012679,-59.06025718,
Termas de Santa Teresita,La Rioja,Argentina,216,-28.59053844,-66.55539049,
Central Norte,Chaco,Argentina,216,-25.60954546,-60.93384261,
El Quemado,Formosa,Argentina,216,-23.99971928,-60.9850794,
El Estanque,Formosa,Argentina,216,-23.00798907,-62.29469677,
Goldney,Buenos Aires,Argentina,215,-34.60199027,-59.28744872,
Campo Marengo,Santa Fe,Argentina,215,-30.52475367,-62.04735411,
La Toma,Jujuy,Argentina,215,-24.33705314,-65.36531844,
Buena Vista,Salta,Argentina,215,-25.0219877,-66.09725656,
San Andrés,Salta,Argentina,215,-23.08611652,-64.86798904,
Tala Pozo,Tucumán,Argentina,215,-26.68499125,-64.79471771,
El Lucero,Misiones,Argentina,215,-27.19701256,-54.437846,
Lote 15,Chaco,Argentina,215,-27.19530966,-60.41551195,
El Rincón,Córdoba,Argentina,214,-30.7433263,-64.64739989,
Cuatro Esquinas,Santa Fe,Argentina,214,-33.24426143,-60.7643249,
San Bonifacio,Entre Ríos,Argentina,214,-31.28086207,-58.16823125,
Alto La Torre,Jujuy,Argentina,214,-24.26701542,-65.16932736,
25 de Mayo de Banegas,Santiago del Estero,Argentina,214,-28.59682442,-64.66752749,
Santo Domingo,Santiago del Estero,Argentina,214,-27.33154998,-63.11649838,
Totorillas,Santiago del Estero,Argentina,214,-29.58367283,-63.65067919,
Chira,Santiago del Estero,Argentina,214,-29.09597049,-63.32172173,
Los Mendoza,Tucumán,Argentina,214,-26.71095072,-64.76558182,
Tupí Cuá,Misiones,Argentina,214,-25.97674953,-54.51444254,
Nueva Esperanza,Misiones,Argentina,214,-26.39684497,-53.81200915,
Inga,Corrientes,Argentina,214,-30.11319104,-59.5307243,
Paraje La Lola,Buenos Aires,Argentina,213,-35.54244958,-59.85650744,
Santa María Norte,Santa Fe,Argentina,213,-31.50176645,-61.13678664,
Estación Lazo,Entre Ríos,Argentina,213,-32.87081324,-59.42233037,
Molino Doll,Entre Ríos,Argentina,213,-32.30682497,-60.42308944,
Pueblo General Paz,Entre Ríos,Argentina,213,-31.53205227,-60.0503113,
Terrazas del Río,Salta,Argentina,213,-24.92209097,-65.38629318,
Boca del Tigre,Santiago del Estero,Argentina,213,-27.25070623,-64.72123639,
Pampa Castro,Chaco,Argentina,213,-27.1297977,-61.02162962,
Cacique Coquero,Formosa,Argentina,213,-24.61217039,-60.30030231,
Riocito,San Luis,Argentina,213,-33.09470389,-65.9928176,
Barrio Tres Luces,Río Negro,Argentina,213,-38.95650963,-67.94778536,
Barrio Pinar,Río Negro,Argentina,213,-37.67953386,-67.87369685,
Ñanducita,Santa Fe,Argentina,212,-30.36981887,-61.13337609,
Paraje 29,Santa Fe,Argentina,212,-29.10822453,-60.23928626,
Santa Cruz,La Rioja,Argentina,212,-28.48387901,-67.69372905,
Ceibalito,Salta,Argentina,212,-25.1102343,-64.27519975,
Madrejones,Salta,Argentina,212,-22.33271092,-64.09415224,
Pozo del Toba,Santiago del Estero,Argentina,212,-27.95112176,-61.99653905,
Los Lapachitos,Tucumán,Argentina,212,-26.85584468,-64.87789266,
Los Galpones,Misiones,Argentina,212,-27.79366947,-55.19382586,
Aldea Beleiro,Chubut,Argentina,212,-45.55326821,-71.52263667,
Sauce Pinto,Entre Ríos,Argentina,211,-31.84308234,-60.37160072,
Los Castillos,Catamarca,Argentina,211,-27.9598298,-65.81280441,
El Eje,Catamarca,Argentina,211,-27.27694542,-66.87461587,
Ampolla,Catamarca,Argentina,211,-28.16752318,-65.3148477,
Cobres,Salta,Argentina,211,-23.65050408,-66.2885715,
Quebrachitos,Santiago del Estero,Argentina,211,-29.08620078,-62.84843505,
Tala Pozo,Santiago del Estero,Argentina,211,-28.50169985,-63.47650948,
Iskoy Pozo,Santiago del Estero,Argentina,211,-26.1081254,-63.64125775,
Mala Cara,Santiago del Estero,Argentina,211,-28.41607419,-62.51521334,
Los Menucos,Neuquén,Argentina,211,-37.13114338,-70.39773382,
Sucre,Buenos Aires,Argentina,210,-34.50786185,-59.11426392,
Parque El Timbó,Santa Fe,Argentina,210,-31.46446309,-60.39770989,
Colonia San José,Santa Fe,Argentina,210,-30.41213908,-59.94697149,
Crucesitas Urquiza,Entre Ríos,Argentina,210,-32.02765448,-59.70174217,
Los Tases,Entre Ríos,Argentina,210,-31.58888008,-59.31194411,
Pastos Chicos,Jujuy,Argentina,210,-23.76599118,-66.43737912,
La Esperanza Sur,Salta,Argentina,210,-24.13206726,-62.60453694,
Los Cercos Arriba,Santiago del Estero,Argentina,210,-26.04661949,-64.33326799,
11 de Septiembre,Misiones,Argentina,210,-25.79217791,-53.87812895,
Chiquilihuin,Neuquén,Argentina,210,-39.63022234,-71.1870965,
Barrio La Herradura,Río Negro,Argentina,210,-39.04180579,-67.78148242,
Las Mulitas,Entre Ríos,Argentina,209,-30.37932531,-58.99680207,
El Cedral,Salta,Argentina,209,-23.13335538,-64.28929222,
Guanaco Sombriana,Santiago del Estero,Argentina,209,-28.75835439,-64.07223912,
Isla de los Sotelo,Santiago del Estero,Argentina,209,-27.47179466,-64.69432487,
San Miguel,San Luis,Argentina,209,-32.14091542,-65.81459315,
Barrio El Petróleo,Río Negro,Argentina,209,-39.06237902,-67.511576,
Ingeniero Thompson,Buenos Aires,Argentina,208,-36.61092318,-62.91293478,
Constanza,Santa Fe,Argentina,208,-30.6635181,-61.31973382,
Altamirano Sur,Entre Ríos,Argentina,208,-32.0877801,-59.1747316,
Las Barrancas,Catamarca,Argentina,208,-27.52282232,-67.11171621,
Vizcarra,Salta,Argentina,208,-22.61105037,-65.21958124,
Arazay,Salta,Argentina,208,-22.30396912,-64.71478065,
El Fisco,Santiago del Estero,Argentina,208,-26.56697407,-62.64393569,
Campo Araoz,Chaco,Argentina,208,-26.38286735,-59.21576326,
Salto de la Vieja,Chaco,Argentina,208,-26.92722076,-59.59408914,
Santa Catalina,Corrientes,Argentina,208,-29.89613048,-59.46523391,
Arroyo Mota,Corrientes,Argentina,208,-30.47336471,-57.98444323,
Costa Grande,Corrientes,Argentina,208,-27.43902587,-58.05671953,
Marayes,San Juan,Argentina,208,-31.46344025,-67.35150683,
Cuartel V,Buenos Aires,Argentina,207,-34.97909015,-60.28882194,
Colonia Corral del Bajo,Córdoba,Argentina,207,-32.07511911,-62.80047863,
Colonia Celina,Entre Ríos,Argentina,207,-31.61489448,-60.26624111,
Palca de Varas,Jujuy,Argentina,207,-23.10032518,-65.11030784,
Seclantás Adentro,Salta,Argentina,207,-25.29854543,-66.25237814,
El Tableado,Santiago del Estero,Argentina,207,-27.01837875,-63.61993889,
Ciudacita,Tucumán,Argentina,207,-27.45631051,-65.41908582,
Colonia Tacuruzal,Chaco,Argentina,207,-26.26616349,-60.16561219,
Potrerillo,San Luis,Argentina,207,-32.67555894,-65.64974836,
Suyuque,San Luis,Argentina,207,-33.12809089,-66.28721893,
Solanet,Buenos Aires,Argentina,206,-36.84287486,-58.50816757,
Licenciado Matienzo,Buenos Aires,Argentina,206,-37.90851062,-58.91255421,
La Polola,Buenos Aires,Argentina,206,-38.05245896,-57.82709923,
Los Talas,Catamarca,Argentina,206,-27.95710201,-65.8640856,
Banda de Lucero,Catamarca,Argentina,206,-28.17692827,-67.46961382,
Gramilla,Santiago del Estero,Argentina,206,-28.39976974,-63.09775153,
Las Juntas,Santiago del Estero,Argentina,206,-27.91419133,-64.78229463,
El Remate,Santiago del Estero,Argentina,206,-26.23737545,-64.47114914,
Las Arcas,Tucumán,Argentina,206,-26.16203476,-65.31779724,
Villa Don Bosco,Misiones,Argentina,206,-26.61894824,-54.15393493,
Los Jacintos,Santa Fe,Argentina,205,-30.14282458,-59.89122786,
Vinal Esquina,Santiago del Estero,Argentina,205,-28.42313362,-62.90664485,
Santa Bárbara,Tucumán,Argentina,205,-26.93295978,-65.25581476,
Península,Misiones,Argentina,205,-25.63528986,-54.13099306,
Colonia Sarmiento,Formosa,Argentina,205,-25.21146779,-58.07455041,
Sol de Mayo,Formosa,Argentina,205,-25.164706,-58.35197102,
Colonia Caimán,Corrientes,Argentina,205,-28.05179524,-57.71491777,
Mari Menuco,Neuquén,Argentina,205,-38.54135831,-68.54516972,
El Pantanillo,Catamarca,Argentina,204,-28.53386034,-65.79850154,
San Antonio,Jujuy,Argentina,204,-24.21868284,-64.80678748,
La Huerta,Salta,Argentina,204,-22.23865166,-65.01550119,
San Antonio,Santiago del Estero,Argentina,204,-26.5836836,-63.27282613,
San Francisco,Santiago del Estero,Argentina,204,-26.52267842,-62.57535794,
Maderas,Santiago del Estero,Argentina,204,-27.58952535,-63.62403486,
